HINCP	NATIVITY	RAC1P	SEX	HISP	OCCP12
118000	2	6	2	1	3060
443000	1	1	1	1	3060
154630	1	1	1	1	3060
397490	1	1	1	1	3060
50000	1	1	1	1	3060
167080	1	6	2	1	3060
117000	1	1	2	1	3060
117000	1	1	1	1	3060
348000	1	2	2	1	3060
761000	2	6	1	1	3060
543350	1	6	1	1	3060
543350	1	6	2	1	3060
406000	1	1	2	1	3060
284000	1	1	1	1	3060
140000	1	1	1	1	3060
96060	1	1	1	1	3060
96060	1	1	2	1	3060
566000	2	2	1	1	3060
344000	1	1	1	1	3060
455000	1	1	1	1	3060
90000	2	1	1	1	3060
50000	1	1	1	1	3060
83000	1	1	2	1	3060
92000	1	1	1	1	3060
297600	1	1	1	1	3060
195000	1	1	1	1	3060
212000	1	1	1	1	3060
114500	1	1	1	1	3060
399200	1	1	1	1	3060
325000	1	1	1	1	3060
48000	2	2	1	1	3060
630000	2	1	2	1	3060
353404	1	1	1	2	3060
324000	1	1	1	1	3060
24000	1	1	1	1	3060
425400	1	1	1	1	3060
77000	1	1	2	1	3060
169200	1	1	2	1	3060
95000	1	1	1	1	3060
154000	1	1	2	1	3060
185600	2	1	1	1	3060
265000	1	1	1	1	3060
403200	1	1	1	1	3060
314320	1	1	1	1	3060
285100	1	3	2	1	3060
618000	1	1	1	1	3060
60000	1	1	1	1	3060
45000	1	1	1	4	3060
100000	1	1	1	1	3060
332000	2	6	1	1	3060
238000	1	1	2	1	3060
352800	1	1	1	1	3060
129000	1	9	2	3	3060
307450	1	1	1	1	3060
120000	2	1	2	1	3060
405000	2	1	2	1	3060
80000	2	6	2	1	3060
375000	1	1	2	1	3060
755400	1	2	2	1	3060
478000	1	1	1	1	3060
302520	1	1	1	1	3060
165000	1	1	1	1	3060
407400	1	1	1	1	3060
627300	1	1	1	1	3060
494000	1	1	2	1	3060
172000	1	1	1	1	3060
72000	1	1	1	1	3060
260000	1	1	1	1	3060
25830	1	1	1	1	3060
334000	2	1	1	4	3060
406000	1	1	2	1	3060
372500	2	9	1	1	3060
341010	1	6	1	1	3060
413000	1	1	1	1	3060
219000	1	1	1	1	3060
48000	1	1	1	1	3060
165700	1	1	1	1	3060
65000	1	1	1	1	3060
465970	1	6	2	1	3060
470500	1	1	2	1	3060
129400	1	1	1	1	3060
-60000	1	1	2	1	3060
221000	1	1	2	1	3060
200000	1	1	2	2	3060
48000	2	8	1	4	3060
386000	1	1	1	1	3060
8400	2	6	1	1	3060
311000	2	8	1	19	3060
618000	1	2	2	1	3060
216440	1	1	2	1	3060
60000	1	1	2	1	3060
278000	1	1	1	1	3060
192500	1	1	1	1	3060
301000	1	1	2	1	3060
165000	2	6	2	1	3060
173000	1	1	2	1	3060
284000	1	1	1	1	3060
189700	1	1	1	1	3060
279900	2	6	1	1	3060
372000	2	6	1	1	3060
141800	1	1	1	1	3060
182000	1	1	2	1	3060
47000	1	2	2	1	3060
120000	1	1	1	1	3060
170100	2	8	2	1	3060
330000	1	6	2	3	3060
330000	1	1	1	1	3060
391800	2	2	2	10	3060
333000	1	1	1	1	3060
417000	1	1	1	1	3060
365000	1	1	1	1	3060
76001	1	1	1	3	3060
107300	1	1	1	1	3060
107300	1	1	2	1	3060
744500	1	1	1	1	3060
744500	1	1	2	1	3060
371000	2	6	2	1	3060
182200	1	2	2	1	3060
387000	2	6	1	1	3060
222000	1	2	2	1	3060
485200	1	1	1	1	3060
98010	1	1	1	1	3060
398000	1	1	1	1	3060
580000	2	1	2	1	3060
96200	1	1	2	1	3060
160000	1	1	1	1	3060
486200	1	1	1	1	3060
394400	1	1	1	1	3060
285000	1	1	1	1	3060
97500	1	1	1	2	3060
342500	1	1	1	1	3060
54000	1	6	2	1	3060
647600	1	1	2	1	3060
647600	1	1	1	1	3060
220800	2	6	1	1	3060
430000	2	6	2	1	3060
450000	2	1	1	1	3060
595000	1	1	1	1	3060
595000	1	1	2	1	3060
159000	1	1	1	1	3060
77000	1	1	2	1	3060
437000	2	1	1	1	3060
304000	2	1	1	1	3060
298300	1	1	1	1	3060
210000	1	1	1	4	3060
510000	1	1	1	1	3060
97300	1	1	1	1	3060
113100	2	2	1	1	3060
96100	1	2	2	1	3060
96100	1	1	1	1	3060
241150	1	2	1	1	3060
443000	2	2	1	1	3060
240000	1	6	2	1	3060
606000	2	6	1	1	3060
606000	2	6	2	1	3060
290000	2	6	2	1	3060
232600	2	6	1	1	3060
330780	1	1	2	1	3060
156000	1	1	1	1	3060
256100	2	6	2	1	3060
258850	1	1	2	1	3060
625000	1	1	1	1	3060
625000	1	1	2	1	3060
47000	1	1	1	1	3060
126300	1	1	1	1	3060
361400	1	1	1	1	3060
278000	1	1	1	1	3060
402000	1	1	1	1	3060
181000	1	1	2	1	3060
120000	1	1	1	1	3060
62000	1	1	2	1	3060
7500	1	9	2	2	3060
91700	1	1	1	1	3060
415000	1	1	1	1	3060
158400	1	1	1	1	3060
195800	1	1	2	1	3060
106600	1	1	1	1	3060
375000	1	1	1	1	3060
325050	1	1	1	1	3060
60000	1	1	1	1	3060
548500	1	1	1	1	3060
778000	1	1	1	1	3060
268000	1	6	1	1	3060
464400	1	1	1	1	3060
225000	2	6	1	1	3060
178000	1	6	2	1	3060
55000	1	1	2	1	3060
225000	2	6	1	1	3060
806000	1	6	1	1	3060
806000	1	6	2	1	3060
516800	1	1	1	1	3060
234000	1	1	1	1	3060
440000	1	1	1	1	3060
323400	1	1	2	24	3060
325400	1	1	1	1	3060
464000	1	1	2	1	3060
105000	1	1	1	1	3060
224000	2	6	2	1	3060
224000	2	6	1	1	3060
642800	1	1	1	1	3060
332280	1	1	1	1	3060
334500	1	1	1	1	3060
220000	1	2	2	1	3060
166220	1	6	1	1	3060
286500	2	1	2	1	3060
150000	2	6	2	1	3060
473000	2	6	1	1	3060
300600	1	1	2	2	3060
304900	1	1	1	1	3060
181600	1	8	2	1	3060
245000	1	1	2	1	3060
93000	2	1	1	2	3060
51000	1	1	2	2	3060
1392000	2	7	2	1	3060
51000	2	6	1	1	3060
456000	1	1	1	1	3060
120100	1	1	1	1	3060
163000	1	1	1	1	3060
62000	2	6	1	1	3060
345100	1	1	1	1	3060
240100	1	1	1	1	3060
449800	1	1	1	1	3060
422000	1	1	1	1	3060
422000	1	1	2	1	3060
164000	2	1	2	1	3060
30000	1	1	1	1	3060
90000	1	1	1	1	3060
487000	2	6	1	1	3060
89000	1	1	1	1	3060
140000	1	1	2	1	3060
304200	1	1	2	1	3060
230000	2	8	1	7	3060
508500	1	1	1	1	3060
108400	1	1	1	1	3060
409500	1	1	2	1	3060
375800	1	1	1	1	3060
644300	1	1	1	1	3060
622700	1	1	2	1	3060
209100	1	6	1	1	3060
209100	1	6	2	1	3060
80000	1	1	1	1	3060
415100	1	1	1	1	3060
44950	1	1	1	1	3060
130000	1	1	1	1	3060
438000	1	1	1	1	3060
539400	2	2	1	1	3060
359400	1	1	1	1	3060
340000	1	1	1	1	3060
216500	1	1	1	1	3060
244300	1	1	1	1	3060
160000	1	1	1	1	3060
746000	1	1	1	1	3060
149000	1	1	2	1	3060
149000	1	1	1	1	3060
313000	1	1	1	1	3060
174000	1	1	2	1	3060
271000	1	1	2	1	3060
259100	1	1	1	1	3060
414000	1	1	1	1	3060
106000	1	1	2	1	3060
297000	1	1	2	1	3060
170000	2	1	1	24	3060
148030	1	1	2	1	3060
182000	2	8	2	1	3060
42060	2	6	1	1	3060
364100	1	1	1	1	3060
682000	1	1	2	1	3060
584000	1	1	1	1	3060
170500	1	1	1	1	3060
180000	1	1	1	1	3060
334000	1	1	1	1	3060
421570	1	1	1	1	3060
6800	2	6	2	1	3060
50000	1	1	2	1	3060
459700	1	1	2	1	3060
639600	2	6	2	1	3060
213000	1	1	2	1	3060
181000	2	6	1	1	3060
325000	1	1	1	1	3060
120990	1	1	1	1	3060
127550	1	1	2	1	3060
576500	2	1	1	1	3060
235000	1	1	1	1	3060
79000	1	1	1	1	3060
55000	1	1	2	1	3060
341000	2	6	1	1	3060
306700	2	6	2	1	3060
374000	2	1	2	1	3060
297000	1	1	1	1	3060
248200	1	1	1	1	3060
252200	1	1	1	1	3060
328800	2	9	1	1	3060
241000	1	1	1	1	3060
447000	2	6	1	1	3060
447000	2	6	2	1	3060
330000	1	9	2	1	3060
330000	1	6	1	1	3060
640800	1	1	1	1	3060
284000	1	1	1	1	3060
160000	1	1	2	1	3060
110000	1	1	1	1	3060
427000	1	1	2	1	3060
252000	1	1	1	1	3060
94000	1	6	2	1	3060
140000	2	9	2	1	3060
110000	1	1	2	1	3060
50000	2	1	1	1	3060
163400	2	6	1	1	3060
365000	2	2	1	1	3060
200000	1	1	1	1	3060
68000	1	6	2	1	3060
377404	1	1	1	1	3060
37000	1	6	1	1	3060
359600	1	1	1	1	3060
134800	1	1	1	1	3060
358900	1	1	1	1	3060
310300	2	1	1	1	3060
310300	2	1	2	1	3060
315720	1	2	2	1	3060
315720	2	2	1	1	3060
271500	1	1	1	1	3060
-60000	1	6	2	1	3060
574700	2	1	1	1	3060
290000	2	1	1	1	3060
85000	1	1	1	1	3060
58510	1	1	2	1	3060
428000	1	1	1	1	3060
110000	1	1	1	1	3060
173500	2	6	2	1	3060
161500	1	1	1	1	3060
200000	2	6	1	1	3060
150000	1	6	2	1	3060
96620	2	1	1	1	3060
110000	1	2	2	1	3060
413000	1	1	1	1	3060
50000	2	6	1	1	3060
297040	1	1	1	1	3060
166000	1	1	1	1	3060
360000	2	1	1	1	3060
233500	1	1	1	1	3060
300000	1	1	1	1	3060
399500	1	1	1	1	3060
523000	1	1	1	1	3060
373000	1	1	1	1	3060
144000	1	1	1	1	3060
80000	1	1	1	1	3060
67400	1	1	1	1	3060
650004	1	1	2	1	3060
252000	2	6	2	1	3060
45920	2	2	1	1	3060
40100	1	1	2	1	3060
76200	1	1	1	1	3060
70000	1	1	1	1	3060
95100	1	1	1	1	3060
162200	1	1	1	1	3060
115000	2	1	2	4	3060
151000	1	6	2	1	3060
372300	1	1	1	1	3060
406500	1	1	1	2	3060
199300	2	6	1	1	3060
360000	2	6	1	1	3060
239400	1	1	1	1	3060
170000	1	1	2	1	3060
170000	1	1	1	1	3060
204200	1	1	1	1	3060
124100	1	1	1	1	3060
255400	1	1	1	1	3060
390000	1	6	2	1	3060
125300	1	1	1	1	3060
208900	1	1	1	1	3060
240000	1	1	2	1	3060
210000	1	2	1	1	3060
199730	1	1	1	1	3060
115000	2	6	2	1	3060
191500	2	1	2	1	3060
50000	1	1	1	1	3060
100000	2	6	2	1	3060
100000	2	6	1	1	3060
326000	1	1	1	1	3060
341000	1	1	2	1	3060
533000	1	6	2	1	3060
341200	1	1	2	1	3060
341200	1	1	1	1	3060
273000	1	6	1	1	3060
126910	1	1	1	1	3060
257400	2	6	1	1	3060
100000	1	9	2	1	3060
209230	1	1	1	1	3060
300250	1	1	1	3	3060
40000	1	1	1	1	3060
488000	2	1	1	1	3060
435000	2	6	1	1	3060
154510	2	6	1	1	3060
222100	2	6	1	1	3060
125000	1	1	1	1	3060
115000	2	6	2	1	3060
341000	1	1	1	1	3060
324600	1	1	1	1	3060
290000	1	1	2	1	3060
316000	1	2	1	1	3060
316000	1	2	2	1	3060
166000	1	1	1	1	3060
302000	2	6	2	1	3060
978000	1	1	1	1	3060
125000	1	2	2	1	3060
269400	1	1	1	1	3060
247920	2	6	2	1	3060
375000	1	1	2	1	3060
67000	2	6	2	1	3060
160000	1	6	2	1	3060
564000	1	1	1	1	3060
564000	2	1	2	1	3060
150000	2	6	1	1	3060
150000	1	6	2	1	3060
101010	1	1	1	1	3060
386000	2	1	2	1	3060
279000	1	1	2	1	3060
395000	2	6	1	1	3060
352340	1	1	2	1	3060
322000	1	1	1	1	3060
422900	1	1	1	1	3060
422900	1	1	2	1	3060
185000	1	1	2	1	3060
95000	1	2	1	1	3060
65000	1	1	1	1	3060
229000	1	1	2	1	3060
364900	2	1	1	1	3060
48000	2	1	1	2	3060
371000	1	1	1	1	3060
285000	1	1	1	1	3060
421000	1	6	1	1	3060
202000	1	1	1	1	3060
220000	1	1	1	1	3060
284000	1	1	1	1	3060
571000	1	1	1	1	3060
324000	1	1	1	1	3060
533000	1	1	2	1	3060
533000	1	1	1	1	3060
68600	1	1	2	1	3060
356200	1	1	1	1	3060
141500	2	6	2	1	3060
-60000	1	1	1	1	3060
494000	1	1	1	1	3060
320000	1	1	1	1	3060
102600	1	6	1	1	3060
102600	2	6	2	1	3060
77000	2	1	2	1	3060
280000	1	1	1	1	3060
604800	1	1	1	1	3060
341000	2	1	1	4	3060
160000	1	1	1	1	3060
351000	1	1	1	1	3060
51000	1	1	1	1	3060
145500	1	1	1	1	3060
184700	1	1	1	1	3060
414150	2	1	1	1	3060
50000	2	6	1	1	3060
89600	1	1	1	1	3060
45000	1	1	2	1	3060
160000	1	1	2	1	3060
200000	1	1	2	1	3060
308200	1	1	1	1	3060
490600	2	6	1	1	3060
490600	1	6	1	1	3060
47000	1	1	2	1	3060
220000	1	1	2	1	3060
242800	1	1	1	1	3060
739000	1	1	1	1	3060
397000	2	6	1	1	3060
397000	2	6	2	1	3060
0	1	1	1	1	3060
700	1	6	1	1	3060
365000	1	6	1	1	3060
175000	1	1	1	1	3060
60000	1	1	2	1	3060
160000	1	1	1	1	3060
130500	2	1	2	21	3060
55400	1	1	1	1	3060
109000	1	1	2	1	3060
297000	2	1	1	1	3060
390540	2	1	2	1	3060
30000	2	1	1	1	3060
558000	2	1	1	1	3060
540000	2	6	1	1	3060
87100	1	1	2	1	3060
250000	1	6	2	1	3060
118000	1	1	1	1	3060
362000	2	6	2	1	3060
362000	2	6	1	1	3060
362000	1	1	1	1	3060
130200	1	1	2	1	3060
29270	1	1	1	1	3060
407000	1	1	1	1	3060
34000	2	1	2	1	3060
343000	1	1	1	1	3060
180000	1	1	1	1	3060
116000	1	1	1	1	3060
11000	1	1	1	1	3060
100000	2	6	1	1	3060
100000	1	6	2	1	3060
396000	1	1	1	1	3060
397350	1	1	1	1	3060
42000	2	6	1	1	3060
130800	1	2	1	1	3060
348200	1	1	1	1	3060
75000	1	1	2	1	3060
380000	2	6	1	1	3060
390000	1	1	1	2	3060
302400	2	1	1	2	3060
193000	1	1	1	1	3060
47000	1	2	1	1	3060
170200	1	1	2	1	3060
112000	1	1	2	1	3060
34800	1	1	1	1	3060
335000	1	1	1	1	3060
202000	1	1	1	1	3060
60000	2	6	2	1	3060
407100	1	9	1	1	3060
256400	1	1	1	1	3060
334900	1	9	1	1	3060
236000	1	1	2	1	3060
301600	1	1	1	1	3060
230010	1	2	2	1	3060
202000	1	2	2	1	3060
270000	2	6	1	1	3060
141200	1	1	1	1	3060
364700	1	1	1	1	3060
364700	2	1	2	1	3060
135000	2	6	1	1	3060
155000	1	1	1	1	3060
287100	1	6	2	1	3060
373000	1	1	1	1	3060
80000	2	6	2	1	3060
200000	1	1	1	1	3060
200000	1	1	2	1	3060
100100	1	1	2	1	3060
53000	2	8	1	2	3060
604000	1	2	1	1	3060
55000	1	1	1	1	3060
338100	1	1	1	1	3060
377600	1	1	1	1	3060
755000	1	1	1	1	3060
250000	1	1	2	1	3060
150010	1	1	2	1	3060
247000	1	1	1	1	3060
124550	1	1	1	1	3060
175000	1	1	1	1	3060
328000	2	1	2	1	3060
325210	2	6	1	1	3060
200000	1	1	1	1	3060
161000	2	6	1	1	3060
443000	2	1	1	1	3060
408150	2	9	2	1	3060
128400	1	6	2	1	3060
128400	1	1	1	1	3060
-60000	1	1	1	1	3060
566400	2	1	1	1	3060
147300	1	1	2	1	3060
114000	1	1	1	1	3060
304500	1	1	1	1	3060
380800	1	1	2	1	3060
380800	1	1	1	1	3060
146000	1	1	1	1	3060
371300	1	1	1	1	3060
401000	1	1	1	1	3060
240000	1	1	2	3	3060
153000	1	1	1	1	3060
4000	1	1	2	1	3060
329400	1	1	2	17	3060
150000	1	1	2	1	3060
307000	2	1	1	1	3060
265000	1	1	1	1	3060
152200	1	1	2	1	3060
329000	1	1	1	1	3060
387297	1	2	1	1	3060
341000	1	1	1	1	3060
287000	1	1	2	1	3060
301000	1	1	1	1	3060
70000	1	1	1	1	3060
23000	1	1	1	1	3060
121400	1	1	1	1	3060
143800	1	1	1	1	3060
58000	1	1	1	1	3060
182500	1	1	1	1	3060
285000	2	6	2	1	3060
131850	2	6	1	1	3060
375000	2	6	2	1	3060
375000	2	6	1	1	3060
290500	2	1	1	2	3060
408000	1	1	2	1	3060
408000	1	1	1	1	3060
56200	1	2	2	1	3060
175000	1	1	1	1	3060
325150	1	6	2	1	3060
60000	2	6	1	1	3060
60000	1	6	2	1	3060
195600	2	1	1	1	3060
120000	1	1	2	1	3060
210000	2	6	1	1	3060
52000	1	1	1	1	3060
318400	1	1	1	1	3060
546000	2	6	1	1	3060
42000	1	1	1	1	3060
511000	1	1	1	1	3060
405000	2	6	1	1	3060
220500	1	1	1	1	3060
85000	2	1	2	1	3060
229000	1	1	1	1	3060
350000	1	1	2	1	3060
485000	1	2	1	1	3060
804000	1	1	1	1	3060
108500	1	1	1	1	3060
115500	1	1	2	1	3060
95000	1	1	1	1	3060
274020	1	1	2	1	3060
274020	2	6	1	1	3060
2100	2	6	1	1	3060
375100	2	1	1	1	3060
326800	1	1	1	1	3060
307000	2	6	1	1	3060
79040	2	6	2	1	3060
453000	1	1	1	1	3060
727000	1	1	1	1	3060
238000	1	1	1	1	3060
98300	1	1	2	1	3060
304000	1	1	1	1	3060
304000	1	1	2	1	3060
375000	1	1	1	1	3060
722400	1	1	1	1	3060
50000	2	6	1	1	3060
68300	2	6	2	1	3060
50000	2	6	2	1	3060
134200	1	1	1	1	3060
290200	1	1	1	1	3060
105000	2	6	1	1	3060
309000	1	1	2	1	3060
503000	2	1	1	1	3060
390400	1	1	1	1	3060
390400	1	1	2	1	3060
148000	1	6	1	1	3060
168400	1	1	1	1	3060
313000	1	1	1	1	3060
402600	1	1	1	1	3060
75000	1	1	2	1	3060
249000	1	1	2	1	3060
69320	1	1	1	1	3060
217200	1	1	1	1	3060
230900	1	1	1	1	3060
240000	2	6	1	1	3060
176000	1	1	1	3	3060
307000	2	1	1	1	3060
108000	1	1	2	1	3060
255000	2	1	1	1	3060
467200	1	1	1	1	3060
55000	1	1	1	1	3060
125000	1	6	2	1	3060
336000	1	2	1	1	3060
499000	1	2	1	1	3060
190300	2	2	1	1	3060
72000	1	1	2	1	3060
185000	1	1	1	1	3060
68000	2	2	2	1	3060
148000	2	6	1	1	3060
597370	1	1	1	1	3060
322100	2	6	2	1	3060
322100	1	6	2	1	3060
152201	2	6	1	1	3060
90000	1	1	1	2	3060
327100	1	1	1	3	3060
537000	1	9	1	1	3060
298300	2	6	1	1	3060
152060	1	1	1	1	3060
13200	1	1	2	1	3060
285000	1	2	1	1	3060
110600	1	1	2	1	3060
255000	1	2	2	1	3060
102000	1	1	1	1	3060
195200	1	1	1	1	3060
277000	1	1	1	1	3060
30000	2	6	1	1	3060
70000	1	1	1	1	3060
232900	1	1	2	1	3060
276940	1	1	1	1	3060
246000	1	1	1	1	3060
246000	2	6	2	1	3060
538800	1	1	1	1	3060
246800	2	6	2	1	3060
301000	2	6	2	1	3060
80000	1	1	1	1	3060
396000	2	6	1	1	3060
19500	1	9	1	1	3060
176000	1	1	2	1	3060
340000	2	1	2	1	3060
72000	1	1	1	1	3060
380000	2	6	2	1	3060
331000	2	1	1	4	3060
185000	1	1	1	23	3060
49000	1	1	2	1	3060
418030	1	1	1	1	3060
864000	1	1	1	1	3060
864000	1	1	2	1	3060
147500	1	1	2	1	3060
56000	2	2	1	1	3060
195700	1	2	2	1	3060
396000	1	1	1	1	3060
325000	1	1	1	1	3060
519000	1	1	2	1	3060
396000	2	6	1	1	3060
181300	1	1	1	1	3060
326000	1	1	1	1	3060
88050	1	1	2	1	3060
511800	1	1	1	1	3060
268000	2	6	1	1	3060
390000	1	1	1	1	3060
276500	1	1	2	1	3060
223000	2	1	2	1	3060
87000	1	1	1	1	3060
360000	1	1	1	1	3060
463000	1	1	1	1	3060
463000	2	6	2	1	3060
164000	1	1	1	1	3060
322000	1	1	1	1	3060
927000	1	1	1	1	3060
927000	1	1	2	1	3060
200000	1	1	1	1	3060
191000	2	6	2	1	3060
71000	1	1	1	1	3060
228300	2	6	1	1	3060
158000	1	1	1	1	3060
325000	1	1	2	1	3060
397000	1	1	1	1	3060
260000	2	6	2	1	3060
304000	1	1	1	1	3060
319000	2	6	1	1	3060
319000	1	6	2	1	3060
653200	1	1	1	1	3060
65000	1	1	1	1	3060
419500	1	1	1	1	3060
47000	1	1	2	1	3060
343000	1	1	2	1	3060
119000	1	1	2	1	3060
324000	2	6	1	1	3060
298000	1	1	2	1	3060
586000	1	1	1	1	3060
20000	2	6	2	1	3060
475000	1	2	2	1	3060
504000	1	1	1	1	3060
45000	2	6	1	1	3060
108000	1	1	1	1	3060
108000	1	1	1	1	3060
253000	1	1	1	1	3060
121000	1	1	1	1	3060
100000	2	6	2	1	3060
774000	1	1	1	1	3060
284000	1	1	1	1	3060
197400	1	1	1	1	3060
56000	2	1	1	5	3060
242000	2	6	1	1	3060
258000	1	1	2	1	3060
413370	1	1	1	1	3060
127000	1	1	1	1	3060
369000	1	1	1	1	3060
191710	1	1	1	24	3060
207090	1	1	1	1	3060
322000	1	1	1	1	3060
130000	2	1	2	1	3060
270000	2	6	2	1	3060
270000	2	6	1	1	3060
110600	2	6	1	1	3060
120000	1	1	2	1	3060
80000	2	1	1	1	3060
55000	1	1	1	1	3060
403000	2	2	2	1	3060
329000	2	6	1	1	3060
329000	2	6	2	1	3060
92400	1	1	1	1	3060
89800	1	1	1	1	3060
80000	1	1	2	1	3060
577000	1	1	1	1	3060
577000	1	1	2	1	3060
179000	1	1	1	1	3060
12500	2	6	1	1	3060
167400	1	1	1	1	3060
153300	1	1	2	1	3060
100000	2	1	2	1	3060
322000	1	1	1	1	3060
120000	1	1	1	1	3060
166000	1	1	1	1	3060
290352	1	1	1	1	3060
848200	2	6	1	1	3060
664000	1	1	1	1	3060
664000	1	1	2	1	3060
359900	1	1	1	1	3060
210000	1	1	1	1	3060
39000	2	1	1	1	3060
330500	1	1	1	1	3060
406000	2	1	2	21	3060
324000	1	1	1	1	3060
492000	1	6	2	1	3060
492000	1	1	1	1	3060
201651	2	6	1	1	3060
58600	2	6	1	1	3060
642000	1	1	1	1	3060
391000	1	1	1	1	3060
203700	2	1	2	1	3060
195600	1	1	2	1	3060
973000	1	1	1	1	3060
304000	2	1	1	1	3060
55100	1	1	2	1	3060
77280	1	1	2	1	3060
481600	1	1	1	1	3060
160000	1	1	1	1	3060
104800	2	6	2	1	3060
50000	1	1	1	1	3060
446000	1	1	2	1	3060
111000	1	1	1	1	3060
50000	1	6	1	1	3060
82500	1	1	1	1	3060
129200	1	1	1	1	3060
479600	1	1	1	1	3060
675000	2	6	1	1	3060
463000	1	1	1	1	3060
300000	1	1	1	1	3060
395000	1	1	1	1	3060
90000	2	6	2	1	3060
169200	2	6	1	1	3060
258000	1	2	2	1	3060
305000	1	1	1	1	3060
324400	2	9	1	1	3060
207000	1	6	1	1	3060
55000	2	6	1	1	3060
514000	2	6	1	1	3060
261000	1	1	1	1	3060
475000	1	1	2	1	3060
475000	1	1	1	1	3060
182000	1	1	1	1	3060
103900	1	1	2	1	3060
180000	1	1	2	1	3060
150000	2	6	1	1	3060
314500	1	1	2	1	3060
324000	1	1	1	1	3060
128800	1	1	2	1	3060
336000	1	1	1	1	3060
152700	1	1	2	1	3060
152700	1	1	1	1	3060
120000	1	8	2	1	3060
582000	1	1	1	1	3060
456000	1	1	2	1	3060
89200	2	1	2	4	3060
231000	1	1	1	1	3060
351100	1	2	1	1	3060
246000	1	1	2	1	3060
349000	1	1	2	1	3060
417000	1	1	1	1	3060
327000	2	6	1	1	3060
360000	1	1	1	1	3060
120000	2	6	2	1	3060
161000	2	6	1	1	3060
261600	1	1	1	1	3060
35050	1	1	2	1	3060
657730	2	6	1	1	3060
170300	1	1	1	1	3060
404497	1	1	1	1	3060
362000	2	1	1	1	3060
40000	2	6	2	1	3060
164600	1	1	1	1	3060
225000	1	1	1	1	3060
98000	1	1	2	1	3060
49500	1	1	2	1	3060
39300	2	1	2	2	3060
39300	1	1	1	1	3060
227000	1	1	2	1	3060
48100	2	1	1	4	3060
100800	1	1	1	1	3060
108000	1	1	1	1	3060
648000	1	1	2	1	3060
648000	1	1	1	1	3060
261470	2	6	2	1	3060
230000	1	1	2	1	3060
154000	2	6	1	1	3060
148000	1	6	1	1	3060
210000	1	1	2	1	3060
180000	1	2	1	1	3060
460000	1	1	2	1	3060
357000	1	1	1	1	3060
502000	1	1	1	1	3060
114000	1	1	1	1	3060
179200	2	6	1	1	3060
233300	1	1	1	1	3060
31000	1	1	1	1	3060
40150	2	1	1	2	3060
499000	1	1	1	1	3060
153500	2	6	1	1	3060
456000	1	1	2	4	3060
17200	1	1	2	1	3060
105900	1	1	1	1	3060
544000	1	1	1	1	3060
107600	1	1	1	1	3060
209000	1	1	2	2	3060
310000	1	1	2	1	3060
430000	1	1	1	1	3060
203000	1	1	1	1	3060
182000	1	1	1	1	3060
60000	2	6	1	1	3060
304700	1	3	1	1	3060
214800	2	1	1	1	3060
181200	2	1	1	13	3060
407000	1	1	1	1	3060
414000	1	1	2	1	3060
234600	2	9	1	1	3060
767000	2	6	1	1	3060
357000	1	1	1	1	3060
106000	1	1	1	1	3060
24000	1	6	1	1	3060
392000	1	1	1	1	3060
392000	1	1	2	1	3060
546000	1	1	1	1	3060
141000	1	1	1	1	3060
31400	1	1	1	1	3060
93000	2	1	1	1	3060
-60000	1	1	2	1	3060
230000	1	1	1	1	3060
230000	1	1	2	1	3060
209000	1	1	2	1	3060
807500	1	1	1	1	3060
807500	1	1	2	1	3060
325000	1	1	2	1	3060
84000	1	1	1	1	3060
327000	2	1	1	1	3060
189000	1	1	1	1	3060
50000	2	1	1	1	3060
439000	2	1	1	1	3060
409000	1	6	1	1	3060
144800	1	1	2	1	3060
415000	2	6	2	1	3060
185000	1	1	1	2	3060
46500	2	1	1	1	3060
153000	2	6	1	1	3060
58700	1	1	1	1	3060
150010	2	1	1	1	3060
230000	2	9	2	1	3060
52300	1	1	2	1	3060
408800	2	6	1	1	3060
403000	2	1	2	1	3060
337100	1	1	1	1	3060
148800	2	6	1	1	3060
180710	1	1	1	1	3060
119254	1	1	2	1	3060
364400	2	6	2	1	3060
122400	2	1	2	1	3060
179600	2	6	1	1	3060
150970	2	6	1	1	3060
278540	1	1	1	1	3060
52000	1	1	1	1	3060
138060	1	1	2	1	3060
312000	1	1	2	1	3060
517000	1	1	1	1	3060
517000	1	1	2	1	3060
192200	1	1	1	1	3060
416000	1	1	1	1	3060
44500	2	1	1	1	3060
441000	1	1	2	1	3060
56000	1	1	1	1	3060
56000	1	1	2	1	3060
391000	2	1	1	2	3060
189000	1	1	1	1	3060
296000	1	1	1	1	3060
304400	2	1	1	1	3060
304400	1	1	2	1	3060
177000	1	2	2	1	3060
178000	1	1	1	1	3060
178000	1	1	2	1	3060
52000	1	1	1	1	3060
220000	2	6	2	1	3060
126000	1	1	2	1	3060
165000	1	1	1	1	3060
99000	2	1	2	24	3060
60000	1	1	2	2	3060
160000	2	6	1	1	3060
20000	2	6	1	1	3060
20000	1	1	2	1	3060
288900	1	1	1	1	3060
288900	1	1	2	1	3060
334000	1	1	1	1	3060
445000	1	1	1	1	3060
445000	1	1	2	1	3060
152360	1	1	2	16	3060
165800	2	1	1	1	3060
154000	1	1	2	2	3060
158000	1	1	1	1	3060
166000	1	1	1	1	3060
96000	2	6	2	1	3060
77000	1	1	1	1	3060
107000	1	2	2	1	3060
281000	1	1	1	1	3060
67280	1	6	1	1	3060
67280	1	6	2	1	3060
